CustomerKey,SalesTerritoryCountry,SalesTerritoryRegion
29263,United States,Southwest
29263,United States,Southwest
19217,Canada,Canada
19217,Canada,Canada
19217,Canada,Canada
27657,United States,Central
27657,United States,Central
27657,United States,Central
27657,United States,Central
25354,United States,Southwest
11520,Canada,Canada
11520,Canada,Canada
23686,United States,Southwest
23686,United States,Southwest
23686,United States,Southwest
23686,United States,Southwest
11833,Canada,Canada
11833,Canada,Canada
11833,Canada,Canada
21319,United States,Northwest
21319,United States,Northwest
21319,United States,Northwest
15157,Canada,Canada
15157,Canada,Canada
11861,Canada,Canada
11861,Canada,Canada
11861,Canada,Canada
26716,Canada,Canada
26716,Canada,Canada
26716,Canada,Canada
16722,United States,Northwest
22080,Canada,Canada
22080,Canada,Canada
16047,Germany,Germany
23943,United Kingdom,United Kingdom
23943,United Kingdom,United Kingdom
17826,France,France
14964,United Kingdom,United Kingdom
14964,United Kingdom,United Kingdom
14964,United Kingdom,United Kingdom
16188,United Kingdom,United Kingdom
16188,United Kingdom,United Kingdom
15713,United Kingdom,United Kingdom
12872,Germany,Germany
12872,Germany,Germany
12872,Germany,Germany
11222,United States,Southwest
11222,United States,Southwest
11222,United States,Southwest
11794,United States,Southwest
11794,United States,Southwest
11794,United States,Southwest
12064,United States,Northwest
12064,United States,Northwest
12064,United States,Northwest
11980,United States,Southwest
11980,United States,Southwest
11980,United States,Southwest
11980,United States,Southwest
20648,United States,Southwest
20648,United States,Southwest
20648,United States,Southwest
13852,Canada,Canada
17446,United States,Southwest
17446,United States,Southwest
17446,United States,Southwest
17446,United States,Southwest
16914,United States,Northwest
16914,United States,Northwest
16914,United States,Northwest
16914,United States,Northwest
16915,United States,Northwest
16915,United States,Northwest
18785,Canada,Canada
18785,Canada,Canada
18785,Canada,Canada
17017,United States,Northwest
17017,United States,Northwest
17017,United States,Northwest
13706,Canada,Canada
13706,Canada,Canada
13706,Canada,Canada
13706,Canada,Canada
18922,Canada,Canada
18922,Canada,Canada
18922,Canada,Canada
17141,United States,Northwest
17141,United States,Northwest
17141,United States,Northwest
13225,United States,Southwest
13225,United States,Southwest
27161,Germany,Germany
27161,Germany,Germany
27161,Germany,Germany
27161,Germany,Germany
17949,France,France
17949,France,France
17949,France,France
17093,Germany,Germany
17093,Germany,Germany
26150,Australia,Australia
26150,Australia,Australia
26150,Australia,Australia
26437,Australia,Australia
26437,Australia,Australia
25919,Australia,Australia
25919,Australia,Australia
25935,Australia,Australia
25935,Australia,Australia
25935,Australia,Australia
27984,Australia,Australia
27984,Australia,Australia
15793,Australia,Australia
15734,Australia,Australia
15734,Australia,Australia
15757,Australia,Australia
11167,United States,Northwest
11167,United States,Northwest
26005,United States,Northwest
26005,United States,Northwest
26120,United States,Southwest
26120,United States,Southwest
26120,United States,Southwest
26120,United States,Southwest
27542,United States,Northwest
27542,United States,Northwest
27542,United States,Northwest
27542,United States,Northwest
27569,United States,Southwest
27569,United States,Southwest
27667,United States,Southwest
27667,United States,Southwest
23709,United States,Southwest
23709,United States,Southwest
20090,United States,Southwest
20090,United States,Southwest
21427,United States,Northwest
21427,United States,Northwest
17865,Canada,Canada
17865,Canada,Canada
17865,Canada,Canada
18655,United States,Northwest
18655,United States,Northwest
28564,Germany,Germany
28564,Germany,Germany
14673,Australia,Australia
14673,Australia,Australia
13618,Australia,Australia
13618,Australia,Australia
25710,Australia,Australia
25712,Australia,Australia
25712,Australia,Australia
25712,Australia,Australia
25712,Australia,Australia
12157,United States,Southwest
11856,United States,Northwest
11856,United States,Northwest
14054,Australia,Australia
14054,Australia,Australia
14054,Australia,Australia
29100,Australia,Australia
29100,Australia,Australia
29100,Australia,Australia
29100,Australia,Australia
11149,Australia,Australia
26205,United Kingdom,United Kingdom
26205,United Kingdom,United Kingdom
23605,Germany,Germany
23605,Germany,Germany
23605,Germany,Germany
23605,Germany,Germany
15083,United Kingdom,United Kingdom
15083,United Kingdom,United Kingdom
15083,United Kingdom,United Kingdom
12863,Germany,Germany
12863,Germany,Germany
12863,Germany,Germany
12863,Germany,Germany
12863,Germany,Germany
12863,Germany,Germany
12863,Germany,Germany
11679,United States,Northwest
11019,Canada,Canada
11019,Canada,Canada
28104,United States,Southwest
28104,United States,Southwest
11330,Canada,Canada
11330,Canada,Canada
11330,Canada,Canada
11330,Canada,Canada
23477,United States,Northwest
23477,United States,Northwest
23477,United States,Northwest
23877,United States,Southwest
23877,United States,Southwest
23877,United States,Southwest
23877,United States,Southwest
22011,United States,Northwest
22011,United States,Northwest
22011,United States,Northwest
12892,Canada,Canada
12892,Canada,Canada
15550,United States,Northwest
23681,Canada,Canada
23681,Canada,Canada
16099,United States,Northwest
16099,United States,Northwest
16099,United States,Northwest
20519,Canada,Canada
20519,Canada,Canada
20519,Canada,Canada
20519,Canada,Canada
20084,Canada,Canada
20084,Canada,Canada
14787,United Kingdom,United Kingdom
14787,United Kingdom,United Kingdom
14787,United Kingdom,United Kingdom
13684,Germany,Germany
13684,Germany,Germany
13441,United States,Northwest
13441,United States,Northwest
11559,Germany,Germany
18824,United States,Southwest
18824,United States,Southwest
18824,United States,Southwest
18824,United States,Southwest
18840,United States,Northwest
18592,United States,Northwest
18527,United States,Northwest
27180,Germany,Germany
27180,Germany,Germany
29346,Australia,Australia
29346,Australia,Australia
29346,Australia,Australia
29346,Australia,Australia
16169,Australia,Australia
16169,Australia,Australia
20749,United States,Northwest
20749,United States,Northwest
20749,United States,Northwest
18868,United States,Southwest
18868,United States,Southwest
18868,United States,Southwest
18089,Canada,Canada
18089,Canada,Canada
18955,United States,Southwest
18955,United States,Southwest
18118,Canada,Canada
18118,Canada,Canada
19316,Germany,Germany
19329,Germany,Germany
19329,Germany,Germany
19329,Germany,Germany
28740,France,France
28530,United Kingdom,United Kingdom
28530,United Kingdom,United Kingdom
28530,United Kingdom,United Kingdom
28530,United Kingdom,United Kingdom
11432,France,France
11432,France,France
11432,France,France
11420,France,France
11420,France,France
11420,France,France
11420,France,France
11420,France,France
11929,Australia,Australia
11929,Australia,Australia
11929,Australia,Australia
11929,Australia,Australia
15134,Australia,Australia
15134,Australia,Australia
27485,Australia,Australia
27485,Australia,Australia
27485,Australia,Australia
27485,Australia,Australia
13636,Australia,Australia
13636,Australia,Australia
11878,United States,Northwest
14669,Australia,Australia
14669,Australia,Australia
14669,Australia,Australia
15598,Australia,Australia
15598,Australia,Australia
15598,Australia,Australia
15598,Australia,Australia
21967,Australia,Australia
21967,Australia,Australia
21967,Australia,Australia
21967,Australia,Australia
27519,Australia,Australia
27519,Australia,Australia
25812,Australia,Australia
25812,Australia,Australia
25812,Australia,Australia
16287,United Kingdom,United Kingdom
16287,United Kingdom,United Kingdom
16287,United Kingdom,United Kingdom
18028,United Kingdom,United Kingdom
18028,United Kingdom,United Kingdom
15051,United Kingdom,United Kingdom
21505,France,France
21505,France,France
16290,Germany,Germany
16290,Germany,Germany
16290,Germany,Germany
16290,Germany,Germany
16290,Germany,Germany
16273,France,France
16273,France,France
16273,France,France
11498,Canada,Canada
11498,Canada,Canada
14265,Canada,Canada
14265,Canada,Canada
11019,Canada,Canada
11019,Canada,Canada
26738,United States,Southwest
26738,United States,Southwest
25149,United States,Northwest
25149,United States,Northwest
25149,United States,Northwest
13707,Canada,Canada
13707,Canada,Canada
20367,United States,Southwest
20367,United States,Southwest
20367,United States,Southwest
19138,United States,Northwest
17429,United States,Northwest
17457,United States,Northwest
17457,United States,Northwest
17019,United States,Northwest
17019,United States,Northwest
18313,United States,Southwest
18313,United States,Southwest
15515,United States,Northwest
15515,United States,Northwest
21792,Canada,Canada
21792,Canada,Canada
21792,Canada,Canada
21792,Canada,Canada
28079,Canada,Canada
28079,Canada,Canada
18144,France,France
18144,France,France
19354,Germany,Germany
19354,Germany,Germany
19354,Germany,Germany
23915,Germany,Germany
23915,Germany,Germany
21081,France,France
11558,United Kingdom,United Kingdom
28558,Germany,Germany
28558,Germany,Germany
28558,Germany,Germany
12326,United Kingdom,United Kingdom
11677,Canada,Canada
11659,Canada,Canada
11659,Canada,Canada
13335,United States,Southwest
13335,United States,Southwest
16800,Canada,Canada
16800,Canada,Canada
12539,France,France
13389,United States,Southwest
13389,United States,Southwest
13389,United States,Southwest
13389,United States,Southwest
12660,France,France
12660,France,France
13729,United States,Northwest
13729,United States,Northwest
13729,United States,Northwest
13729,United States,Northwest
15528,United States,Northwest
15528,United States,Northwest
15528,United States,Northwest
15529,United States,Northwest
15529,United States,Northwest
15473,United States,Southwest
16046,United Kingdom,United Kingdom
22906,Australia,Australia
22198,Australia,Australia
22198,Australia,Australia
22198,Australia,Australia
24474,Australia,Australia
27695,Australia,Australia
11264,United States,Northwest
